,SEQ_NO,YEAR,ISO,COUNTRY_CDE,LAND_AREA,HARV_AREA,FERT,YIELD,AVG_TEMP_JAN,AVG_TEMP_FEB,AVG_TEMP_MAR,AVG_TEMP_APR,AVG_TEMP_MAY,AVG_TEMP_JUN,AVG_TEMP_JUL,AVG_TEMP_AUG,AVG_TEMP_SEP,AVG_TEMP_OCT,AVG_TEMP_NOV,AVG_TEMP_DEC,AVG_RF_JAN,AVG_RF_FEB,AVG_RF_MAR,AVG_RF_APR,AVG_RF_MAY,AVG_RF_JUN,AVG_RF_JUL,AVG_RF_AUG,AVG_RF_SEP,AVG_RF_OCT,AVG_RF_NOV,AVG_RF_DEC,AVG_Q1_TEMP,AVG_Q2_TEMP,AVG_Q3_TEMP,AVG_Q4_TEMP,AVG_Q4_RF,AVG_Q3_RF,AVG_Q2_RF,AVG_Q1_RF
811,843,2001,FRA,32,54756.7,19180,227.73,5.36,5.09476,5.38091,8.83498,8.78069,15.001,16.8908,19.3916,20.1206,14.199,14.9239,5.95256,2.43543,102.37,45.4411,138.153,93.2941,60.567,47.1829,100.933,57.9225,74.7067,85.5609,54.4008,37.3755,6.436883333,13.55749667,17.90373333,7.77063,59.1124,77.85406667,67.01466667,95.32136667
812,844,2002,FRA,32,54756.7,18490,211.28,5.69,4.44809,7.23602,8.63465,10.4656,13.1325,18.1052,18.5446,18.5881,15.5106,12.3023,8.98942,6.44734,38.8329,84.8897,50.2182,37.417,106.939,64.9043,72.0217,92.5564,62.2645,93.6351,145.107,91.0155,6.77292,13.9011,17.54776667,9.246353333,109.9192,75.6142,69.75343333,57.98026667
813,845,2003,FRA,32,54786.7,19040,223.36,5.61,2.7138,3.09489,9.14363,10.9943,14.5546,19.6,20.9261,21.3978,16.6883,10.2941,8.5264,4.85129,77.0904,41.5359,28.5818,49.968,61.4901,46.8612,48.3668,41.0958,51.6961,105.836,83.2599,81.7469,4.984106667,15.04963333,19.67073333,7.890596667,90.28093333,47.0529,52.7731,49.06936667
814,846,2004,FRA,32,54756.7,20160,212.11,5.71,4.3428,4.71047,6.44371,9.99282,13.1694,18.0087,18.9351,19.7021,17.2087,13.2821,6.92157,3.88708,119.796,36.1976,48.167,69.7175,54.3706,30.0823,56.3269,109.928,30.6159,124.534,44.2436,63.8482,5.16566,13.72364,18.6153,8.03025,77.54193333,65.6236,51.39013333,68.05353333
815,847,2005,FRA,32,54755.7,17850,192.46,5.73,4.08257,2.27752,7.09584,10.3721,14.2587,19.2601,19.9764,18.6422,17.0157,14.3435,6.31558,2.56924,41.4968,36.7973,40.0597,90.8379,62.5767,43.9428,52.5571,42.794,60.7114,73.4677,69.8714,58.8872,4.48531,14.6303,18.54476667,7.742773333,67.40876667,52.02083333,65.7858,39.45126667
816,848,2006,FRA,32,54755.7,17310,190.38,5.48,2.4149,2.98768,6.43463,10.3025,14.2008,18.7075,22.69,17.5396,18.5532,14.8685,9.39613,4.89067,49.996,54.6431,107.285,45.0111,79.3294,33.91,58.8252,85.4838,88.2271,81.8893,67.3187,68.5356,3.945736667,14.4036,19.59426667,9.718433333,72.5812,77.51203333,52.75016667,70.64136667
817,849,2007,FRA,32,54755.7,20994,209.34,4.64,6.41902,7.2453,7.6312,12.7511,14.6539,17.5697,18.2137,18.1477,15.2448,11.5923,6.35227,3.89842,55.2612,84.3801,71.6069,34.1579,121.299,98.0597,81.9787,90.0395,43.2951,38.2204,57.4731,60.8331,7.098506667,14.99156667,17.20206667,7.280996667,52.17553333,71.7711,84.50553333,70.41606667
818,850,2008,FRA,32,54755.7,19362,152.45,5.76,5.90761,6.378,6.86629,9.43229,14.8813,17.2776,19.1913,19.0456,14.9928,11.4769,7.23921,3.35701,80.6551,36.4331,82.8672,92.1459,105.785,63.9193,66.3293,75.8361,71.5124,96.3819,87.9717,73.7373,6.383966667,13.86373,17.74323333,7.357706667,86.0303,71.22593333,87.2834,66.6518
819,851,2009,FRA,32,54755.7,23888,120.56,5.74,1.73942,3.85008,7.09315,10.9772,15.0941,17.6183,19.5057,20.6971,16.9597,12.6614,9.67666,4.47373,71.5613,53.9887,44.6546,84.8981,56.2537,75.7315,60.0363,36.2606,47.6264,53.806,109.689,103.608,4.22755,14.5632,19.05416667,8.937263333,89.03433333,47.97443333,72.29443333,56.73486667
820,852,2010,FRA,32,54755.7,23828,150.54,5.04,1.0626,3.54377,6.58919,11.0309,12.467,17.5249,20.9197,18.7677,15.531,11.4745,7.01214,1.57946,60.0113,73.9496,63.2978,30.7474,78.0232,83.6204,45.0797,65.7436,68.2517,77.3454,102.21,85.5314,3.731853333,13.67426667,18.40613333,6.6887,88.36226667,59.69166667,64.13033333,65.7529
821,853,2011,FRA,32,54755.7,23177,141.3,5.63,3.83745,5.53264,8.25155,13.1114,15.7893,17.2123,17.6665,19.441,17.949,13.0144,9.46741,6.60594,49.848,41.3523,49.717,20.5333,34.4148,70.4635,93.6293,75.4671,44.9747,49.2172,63.5508,124.24,5.87388,15.371,18.35216667,9.695916667,79.00266667,71.35703333,41.80386667,46.97243333
822,854,2012,FRA,32,54755.7,22180,160.79,5.59,5.14496,0.87966,9.54912,9.22995,14.6983,17.4163,18.6308,20.68,16.2084,12.676,7.88159,5.50313,53.477,10.6334,26.4511,116.997,80.209,85.6464,66.9175,43.6431,64.9893,119.235,84.3606,111.859,5.191246667,13.78151667,18.5064,8.686906667,105.1515333,58.51663333,94.28413333,30.18716667
823,855,2013,FRA,32,54755.7,20508,172.24,3.94,3.49116,2.48026,5.57218,9.72794,11.4035,16.2748,21.5357,19.7357,16.7356,14.0516,6.93824,5.07302,75.5269,59.2424,83.2043,81.5973,118.117,62.6676,67.9771,44.2524,69.6693,96.9653,108.247,72.8908,3.847866667,12.46874667,19.33566667,8.68762,92.70103333,60.63293333,87.46063333,72.65786667
824,856,2014,FRA,32,54755.7,16771,171.78,4.98,6.32828,6.5736,8.77471,11.9171,13.3837,18.4276,19.3381,17.8256,17.7705,14.6035,9.862,5.20424,108.802,99.0963,36.0784,49.1349,74.7569,56.2304,110.278,89.2108,44.3141,74.1295,122.586,56.676,7.22553,14.57613333,18.3114,9.889913333,84.46383333,81.26763333,60.04073333,81.32556667
825,857,2015,FRA,32,54755.7,16167,168.73,5,4.36533,3.63678,7.88041,11.3914,14.2367,18.6567,21.4184,20.2501,15.1875,11.4637,9.73877,7.74643,78.1193,64.1797,52.6017,57.0098,51.2777,59.6698,30.2518,90.988,78.3018,55.8297,59.0931,24.0576,5.294173333,14.7616,18.952,9.649633333,46.3268,66.51386667,55.98576667,64.9669
826,885,1991,GAB,34,25767,503,2.03,1.99,25.5251,26.0194,26.3484,25.9439,25.9766,24.6556,23.3304,23.3378,24.6722,24.8189,24.9321,25.0117,182.512,176.944,213.709,258.921,229.184,65.1339,14.5859,19.4863,54.2462,185.477,258.07,96.3943,25.9643,25.52536667,23.78013333,24.9209,179.9804333,29.43946667,184.4129667,191.055
827,886,1992,GAB,34,25767,367,1.69,2,25.4565,26.1663,26.3675,26.1709,25.612,23.6041,22.4846,22.6839,24.3425,25.0096,24.8997,24.799,84.8594,109.862,225.954,230.408,177.798,37.1949,7.34895,7.1209,96.8813,234.239,283.427,149.168,25.99676667,25.129,23.17033333,24.90276667,222.278,37.11705,148.4669667,140.2251333
828,887,1993,GAB,34,25767,199,1.36,2.01,25.4808,25.6379,25.9063,26.0057,25.7295,24.186,23.7042,23.4208,24.3679,25.4141,25.0764,25.127,129.598,113.222,192.845,201.858,145.443,52.2976,17.7753,21.6226,95.9612,235.052,287.879,190.349,25.675,25.30706667,23.83096667,25.20583333,237.76,45.1197,133.1995333,145.2216667
829,888,1994,GAB,34,25767,396,1.36,2.02,25.5167,26.0237,26.009,26.0087,25.5656,23.9576,22.9273,23.4619,24.6733,25.0185,25.1692,25.1585,139.514,89.2952,197.76,233.664,196.043,19.1875,11.9835,12.944,175.226,388.542,276.886,165.07,25.8498,25.1773,23.6875,25.1154,276.8326667,66.71783333,149.6315,142.1897333
830,889,1995,GAB,34,25767,408,1.23,2.03,25.9561,25.7267,26.0959,26.2974,25.9164,24.2218,23.6768,23.8549,24.8799,25.4678,25.3379,25.0346,116.191,175.395,198.708,206.482,152.671,46.7289,10.8802,33.3233,127.24,289.601,276.967,158.329,25.92623333,25.47853333,24.1372,25.2801,241.6323333,57.14783333,135.2939667,163.4313333
831,890,1996,GAB,34,25767,424,0.62,2.04,25.6135,25.8789,25.8278,25.996,25.5502,24.1256,23.2587,23.2734,24.6817,25.0537,24.8729,24.637,125.287,140.072,252.305,178.556,218.174,34.0248,13.0328,13.5662,92.1214,292.17,284.874,125.478,25.7734,25.22393333,23.73793333,24.85453333,234.174,39.57346667,143.5849333,172.5546667
832,891,1997,GAB,34,25767,436,0.62,2.06,25.4106,25.6732,25.9777,25.7823,25.0523,23.6067,23.4164,23.3221,24.968,25.6124,25.4498,25.4509,104.758,77.6561,194.908,268.722,134.951,42.4885,9.26569,28.287,119.489,318.532,288.442,181.293,25.68716667,24.81376667,23.90216667,25.50436667,262.7556667,52.34723,148.7205,125.7740333
833,892,1998,GAB,34,25767,449,1.33,2.07,26.3747,27.2981,27.0664,27.0193,26.2556,24.8312,23.9949,23.942,25.3265,25.7522,25.8838,25.1502,143.794,130.317,167.632,197.618,126.586,114.967,6.29594,30.7403,225.814,288.422,276.766,208.369,26.91306667,26.03536667,24.42113333,25.5954,257.8523333,87.61674667,146.3903333,147.2476667
834,893,1999,GAB,34,25767,462,0.92,2.08,25.7616,25.917,26.5083,26.179,25.7478,24.6352,23.9256,23.435,24.4955,25.2588,25.2006,25.068,149.297,227.916,226.973,208.853,192.446,75.457,26.3676,61.2842,146.469,251.214,351.441,134.259,26.0623,25.52066667,23.95203333,25.1758,245.638,78.04026667,158.9186667,201.3953333
835,894,2000,GAB,34,25767,500,0.92,2,26.0788,25.7355,26.4422,26.3429,26.0648,24.3838,23.3435,23.5814,24.606,25.235,25.3741,24.9245,151.426,183.689,195.589,159.972,157.37,53.52,19.9652,20.7273,126.41,290.039,351.509,170.225,26.0855,25.59716667,23.84363333,25.17786667,270.591,55.70083333,123.6206667,176.9013333
836,895,2001,GAB,34,25767,478,0.92,2.13,25.739,26.2174,26.4268,26.5515,26.3284,24.7551,23.5847,23.3109,24.225,25.5325,25.4016,25.5703,144.54,125.646,200.904,197.738,279.456,97.4754,33.034,5.89256,39.807,314.252,184.869,88.5734,26.12773333,25.87833333,23.70686667,25.50146667,195.8981333,26.24452,191.5564667,157.03
837,896,2002,GAB,34,25767,483,5.58,2.17,26.0509,26.177,26.5048,26.7164,26.636,24.8387,24.0487,24.0254,24.8708,25.3041,25.0512,25.1927,123.974,204.971,226.333,240.468,190.179,32.9489,14.0992,34.4703,182.125,302.919,266.701,149.226,26.24423333,26.0637,24.31496667,25.18266667,239.6153333,76.89816667,154.5319667,185.0926667
838,897,2003,GAB,34,25767,488,3.61,2.2,26.0326,26.3621,26.1508,26.3801,26.184,24.3328,23.8815,24.1427,25.0888,25.681,25.3861,25.4543,140.681,147.371,210.294,197.724,115.55,81.9492,15.3611,15.3851,195.287,273.327,246.361,163.063,26.18183333,25.6323,24.371,25.50713333,227.5836667,75.3444,131.7410667,166.1153333
839,898,2004,GAB,34,25767,491,5.11,2.26,26.2231,26.2627,26.8946,26.3388,25.7921,24.1196,23.8755,24.1782,25.1078,25.6309,25.6707,25.5974,179.783,167.614,148.67,152.571,105.002,36.4482,15.6569,29.4937,140.732,338.637,180.346,137.753,26.46013333,25.41683333,24.38716667,25.633,218.912,61.96086667,98.00706667,165.3556667
840,899,2005,GAB,34,25767,494,8.34,2.31,26.2229,26.7779,26.4716,26.6425,25.8619,24.0249,23.405,23.9384,25.2535,25.5853,25.3615,25.3383,125.279,168.189,203.586,145.799,64.5329,16.4901,11.9566,10.415,91.7782,304.801,256.395,149.851,26.4908,25.50976667,24.19896667,25.42836667,237.0156667,38.04993333,75.60733333,165.6846667
841,900,2006,GAB,34,25767,496,8.46,2.36,26.3988,26.0783,26.2806,26.4332,25.6998,25.4943,23.9849,24.0483,24.702,25.7965,24.9805,25.4259,135.658,115.729,149.076,214.32,89.135,50.7945,9.20672,15.3223,108.752,303.015,344.013,179.372,26.25256667,25.87576667,24.24506667,25.40096667,275.4666667,44.42700667,118.0831667,133.4876667
842,901,2007,GAB,34,25767,455,9.06,2.42,26.3754,26.3199,26.629,26.4888,26.1852,24.4471,24.0013,24.1346,24.9223,25.309,25.1733,25.1251,109.161,135.246,224.639,219.573,370.222,60.2871,22.9362,20.2031,215.067,339.488,307.806,222.825,26.44143333,25.70703333,24.35273333,25.20246667,290.0396667,86.06876667,216.6940333,156.3486667
843,902,2008,GAB,34,25767,520,10.52,2.47,25.6186,25.8613,26.0711,25.9617,25.9564,24.2384,23.6583,23.9951,25.1097,25.56,25.559,25.4609,174.758,116.282,171.555,212.434,210.566,20.6435,12.1449,32.2498,158.043,385.126,243.268,173.396,25.85033333,25.3855,24.25436667,25.52663333,267.2633333,67.47923333,147.8811667,154.1983333
844,903,2009,GAB,34,25767,536,12.02,2.52,25.776,26.1211,26.4325,26.4173,26.2574,24.6906,23.6583,23.7423,25.1,25.6896,25.2614,25.444,136.21,212.325,205.29,182.199,329.429,37.9243,4.25231,20.5244,50.2159,266.75,265.348,158.158,26.10986667,25.78843333,24.16686667,25.465,230.0853333,24.99753667,183.1841,184.6083333
845,904,2010,GAB,34,25767,552,3.16,2.57,26.3695,26.8042,26.8323,26.7017,26.2773,24.5469,24.0013,24.0564,25.0545,25.9804,25.4061,25.3274,210.927,161.178,291.344,145.323,85.6862,34.1564,23.9878,23.2332,76.9625,298.527,302.01,169.586,26.66866667,25.84196667,24.37073333,25.5713,256.7076667,41.3945,88.38853333,221.1496667
846,905,2011,GAB,34,25767,568,5.65,2.63,25.7498,25.9373,26.5379,26.3687,26.155,24.5422,23.7122,23.7867,24.9289,25.4077,25.0842,24.9773,206.655,190.937,169.074,263.414,79.7524,25.1539,18.9258,12.9377,101.611,368.993,286.895,99.4854,26.075,25.68863333,24.1426,25.1564,251.7911333,44.4915,122.7734333,188.8886667
847,906,2012,GAB,34,25767,620,10.09,2.74,25.9754,25.6411,26.3461,26.5026,25.8853,24.6214,23.5631,24.034,24.9126,25.4928,25.4668,25.551,91.9312,201.402,208.33,153.534,198.976,43.2231,4.88309,57.9369,178.524,326.832,308.415,208.715,25.98753333,25.66976667,24.1699,25.50353333,281.3206667,80.44799667,131.9110333,167.2210667
848,907,2013,GAB,34,25767,620,10.16,2.74,26.179,26.4773,26.5345,26.5324,26.1019,24.6944,23.4627,23.4321,24.8833,25.4654,25.2368,25.2746,157.725,153.974,265.795,206.905,192.277,21.1951,8.8499,15.1946,47.8895,320.225,279.69,219.999,26.39693333,25.77623333,23.92603333,25.3256,273.3046667,23.978,140.1257,192.498
849,908,2014,GAB,34,25767,611,11.48,2.74,26.5065,26.4219,26.4072,26.4778,26.0902,24.6401,23.1642,23.7453,24.6243,25.4624,25.4175,25.2703,132.014,126.731,241.794,239.47,270.227,43.1476,4.52236,16.1047,66.7808,238.664,272.202,178.369,26.4452,25.73603333,23.8446,25.3834,229.745,29.13595333,184.2815333,166.8463333
850,909,2015,GAB,34,25767,592,24.54,2.79,26.1785,26.2038,26.7116,26.499,26.2434,24.0066,24.0888,23.7139,24.6711,25.9165,25.7013,25.6735,115.022,154.709,186.125,176.559,163.814,25.6059,4.60045,7.64634,64.4404,169.668,267.452,136.301,26.36463333,25.583,24.15793333,25.76376667,191.1403333,25.56239667,121.9929667,151.952
851,911,1991,GHA,35,22754,94900,2.86,1.59,27.545,29.6491,29.7984,28.6725,27.4803,27.1114,25.8096,25.2549,26.1762,26.0356,27.036,26.23,9.81577,39.2072,67.8251,134.44,236.534,131.095,209.444,185.994,117.201,132.079,15.6202,5.92138,28.9975,27.75473333,25.7469,26.43386667,51.20686,170.8796667,167.3563333,38.94935667
852,912,1992,GHA,35,22754,79700,3.61,1.65,26.1545,29.3265,29.8517,29.4229,28.0699,26.3104,25.238,24.9883,25.5596,26.7142,26.5152,26.7263,0.39923,8.0007,34.1668,96.9357,156.364,141.241,117.906,75.0326,167.116,83.5156,42.7371,11.445,28.44423333,27.9344,25.26196667,26.6519,45.89923333,120.0182,131.5135667,14.18891
853,913,1993,GHA,35,22754,77200,2.7,2.04,26.191,29.0335,28.905,29.443,28.5129,26.8302,25.6381,25.5614,25.9895,27.1899,27.8678,26.702,2.41567,25.5183,60.9336,100.273,104.572,173.913,132.517,139.158,178.774,102.377,47.5743,12.1858,28.04316667,28.26203333,25.72966667,27.25323333,54.0457,150.1496667,126.2526667,29.62252333
854,914,1994,GHA,35,22754,80900,2.75,2.01,27.0801,29.237,29.921,29.2632,28.0478,26.7455,25.598,25.3227,25.8655,26.3241,27.1639,26.0529,7.48651,12.7003,62.7771,89.8862,166.27,133.844,112.34,123.712,181.956,190.156,32.1407,2.29906,28.74603333,28.01883333,25.5954,26.51363333,74.86525333,139.336,130.0000667,27.65463667
855,915,1995,GHA,35,22754,99900,3.23,2.02,26.63,29.0411,29.7057,29.3236,28.412,27.1846,26.1264,25.7469,26.1978,26.8907,27.2519,27.0711,0.57606,10.0025,74.9596,123.858,150.983,163.175,143.741,190.321,143.3,117.989,30.475,19.5424,28.45893333,28.30673333,26.0237,27.07123333,56.00213333,159.1206667,146.0053333,28.51272
856,916,1996,GHA,35,22754,105250,5.44,2.05,27.626,29.3128,29.9425,29.1132,28.5323,26.7923,25.9741,25.3707,25.5633,26.5727,27.1129,26.8281,5.59157,39.9516,46.1328,123.902,174.726,198.273,144.341,181.104,135.738,108.938,17.6172,15.7494,28.96043333,28.14593333,25.63603333,26.8379,47.43486667,153.7276667,165.6336667,30.55865667
857,917,1997,GHA,35,22754,117700,5.92,1.67,27.7632,28.7387,29.5085,28.8822,27.7817,26.2668,25.6831,25.6133,26.5561,27.4221,27.744,27.1096,10.7236,6.7532,76.0119,146.611,156.249,243.271,108.884,95.4549,144.057,145.064,40.1708,19.2402,28.67013333,27.64356667,25.95083333,27.42523333,68.15833333,116.1319667,182.0436667,31.1629
858,918,1998,GHA,35,22754,130400,4,1.48,27.3469,30.3308,30.7308,30.6879,29.0916,27.2585,26.246,25.5881,26.0865,27.1509,27.9745,27.0854,13.8716,26.7736,21.8575,114.599,145.636,136.137,94.5089,118.25,140.256,134.673,28.185,15.0283,29.4695,29.01266667,25.97353333,27.4036,59.29543333,117.6716333,132.124,20.83423333
859,919,1999,GHA,35,22754,105300,4,1.99,27.5409,28.5559,29.8333,29.0893,28.3575,27.458,25.9732,25.4412,25.4613,26.366,27.481,26.7225,20.4932,46.4317,54.6898,135.692,108.842,148.768,190.796,172.893,194.171,154.596,56.9906,3.96268,28.64336667,28.3016,25.62523333,26.8565,71.84976,185.9533333,131.1006667,40.53823333
860,920,2000,GHA,35,22754,115200,3.01,2.16,27.9578,28.2552,29.9786,29.6293,28.6103,26.7981,25.8073,25.3969,26.1118,26.954,27.7699,26.8093,17.0462,6.62022,62.7771,121.136,136.874,170.003,128.152,137.334,156.439,92.6872,20.6872,3.47711,28.73053333,28.3459,25.772,27.17773333,38.95050333,140.6416667,142.671,28.81450667
861,921,2001,GHA,35,22754,136039,7.64,2.02,27.0359,28.8979,30.1158,29.3063,29.1009,26.8397,25.9148,25.3949,25.9119,27.3935,28.0114,27.547,10.7102,9.34186,29.4703,150.366,145.048,157.41,108.241,125.867,183.962,65.917,27.7815,6.21769,28.6832,28.41563333,25.74053333,27.65063333,33.30539667,139.3566667,150.9413333,16.50745333
862,922,2002,GHA,35,22754,122810,3.75,2.28,27.0817,28.8385,30.3231,29.5553,29.0305,27.3511,26.5002,25.7857,26.2085,26.739,27.6595,26.9616,5.44968,12.9127,59.7172,136.723,139.352,188.877,201.696,140.82,112.965,163.58,27.1243,2.84725,28.74776667,28.64563333,26.1648,27.12003333,64.51718333,151.827,154.984,26.02652667
863,923,2003,GHA,35,22754,117000,6.84,2.04,27.6563,30.159,30.1415,29.2057,28.9046,26.6269,25.8609,25.7772,26.1261,27.6447,27.7736,26.8078,13.626,31.1146,59.8929,131.22,147.954,198.445,115.063,145.308,167.399,149.68,56.7256,12.2762,29.31893333,28.24573333,25.9214,27.4087,72.89393333,142.59,159.2063333,34.87783333
864,924,2004,GHA,35,22754,119392,13.2,2.03,27.4985,29.3236,29.8592,29.2434,28.0027,26.6114,25.7239,25.7301,26.3358,27.328,27.8954,27.7397,23.4025,28.0708,52.2946,101.566,119.358,105.98,165.918,141.195,193.478,140.125,42.6374,12.8162,28.89376667,27.9525,25.92993333,27.65436667,65.19286667,166.8636667,108.968,34.5893
865,925,2005,GHA,35,22754,120000,6,2.39,26.8359,30.6355,30.6123,29.9968,28.53,26.8811,26.0114,25.586,26.5779,27.4226,28.0681,27.6475,3.83863,28.1535,88.6312,98.8488,163.344,139.985,145.238,89.0579,154.467,144.204,38.5646,15.0337,29.36123333,28.4693,26.05843333,27.71273333,65.9341,129.5876333,134.0592667,40.20777667
866,926,2006,GHA,35,22754,125000,20.06,2,27.4745,29.7215,29.9051,30.2139,28.1267,27.6532,26.6886,25.8647,26.1696,27.3457,27.1196,26.6996,4.49571,27.9413,60.4841,69.2547,188.216,144.379,116.995,111.973,189.702,167.493,21.9969,4.28391,29.0337,28.6646,26.24096667,27.05496667,64.59127,139.5566667,133.9499,30.97370333
867,927,2007,GHA,35,22754,108930,17.76,1.7,26.7051,29.7089,30.3666,29.4622,28.6606,27.3416,26.4129,25.5931,26.3795,27.4172,27.6314,27.0293,0,18.3793,48.8579,164.23,133.431,138.233,172.906,191.548,211.024,140.278,60.7533,16.2232,28.92686667,28.48813333,26.1285,27.3593,72.41816667,191.826,145.298,22.4124
868,928,2008,GHA,35,22754,132800,14.55,2.27,25.3352,28.8167,29.8412,29.7634,28.5808,26.9423,25.8863,25.5906,26.1854,27.2435,27.5289,27.4164,3.00735,15.0191,94.939,109.752,159.322,191.209,193.373,207.706,164.164,118.552,44.3582,25.2491,27.9977,28.42883333,25.88743333,27.39626667,62.71976667,188.4143333,153.4276667,37.65515
869,929,2009,GHA,35,22754,162360,18.98,2.41,27.26,30.2071,30.2398,29.2298,28.7215,27.2635,26.2826,25.803,26.3506,27.1176,27.2926,27.533,2.76618,32.9806,79.8821,121.469,136.024,198.952,210.994,144.406,135.972,118.936,25.8438,17.9998,29.23563333,28.40493333,26.1454,27.3144,54.25986667,163.7906667,152.1483333,38.54296
870,930,2010,GHA,35,22754,181228,18.7,2.71,28.1547,30.5827,31.0814,30.3264,29.0464,27.6057,26.3303,26.0383,26.1784,27.0088,27.8754,26.948,10.0246,36.9286,40.9427,106.167,106.811,178.032,130.247,181.535,226.388,187.303,52.9478,16.4916,29.9396,28.99283333,26.18233333,27.2774,85.5808,179.39,130.3366667,29.29863333
871,931,2011,GHA,35,22754,197480,13.23,2.35,27.1721,29.3825,30.5359,29.9356,28.8275,27.4467,26.3038,25.8193,26.3641,27.258,27.7562,26.4236,8.57653,41.3832,42.5374,73.8741,113.651,155.624,191.979,124.551,171.927,185.436,17.1705,3.35816,29.03016667,28.7366,26.1624,27.14593333,68.65488667,162.819,114.3830333,30.83237667
872,932,2012,GHA,35,22754,189529,34.76,2.54,27.1984,29.1749,30.1258,29.3152,27.9735,26.8642,25.8697,25.5848,26.0737,27.1844,28.0163,27.0552,15.4017,41.471,28.4668,118.934,156.693,172.546,146.564,134.357,168.818,114.996,52.1322,54.4409,28.83303333,28.05096667,25.84273333,27.41863333,73.85636667,149.913,149.391,28.4465
873,933,2013,GHA,35,22754,215905,25.26,2.64,27.3201,30.2378,30.4833,29.3399,28.3599,27.167,25.9972,25.4634,26.4055,27.1306,28.0064,26.7947,10.0686,4.7145,71.0621,124.54,159.598,115.903,115.045,98.8883,154.129,125.533,74.9837,15.8706,29.34706667,28.28893333,25.95536667,27.31056667,72.1291,122.6874333,133.347,28.61506667
874,934,2014,GHA,35,22754,224000,15.7,2.7,28.1109,29.4404,29.8524,29.5376,28.6009,27.4984,26.6209,25.8925,26.1498,27.4078,27.9465,27.0925,21.7662,33.6465,86.2064,108.13,125.144,174.044,130.66,125.326,201.516,108.44,66.9832,5.76585,29.13456667,28.54563333,26.22106667,27.48226667,60.39635,152.5006667,135.7726667,47.20636667
875,935,2015,GHA,35,22754,233270,23.77,2.75,26.7665,29.9821,30.1337,30.1087,29.4925,27.6998,26.5791,26.0949,26.6828,27.5572,28.0464,26.4993,3.09064,65.1661,77.9612,55.3537,103.443,127.096,97.5205,163.02,105.311,151.492,39.3979,1.57749,28.96076667,29.10033333,26.45226667,27.36763333,64.15579667,121.9505,95.29756667,48.73931333
876,937,1991,GIN,36,24572,451655,0.69,1.71,25.0665,26.7374,28.0722,28.1566,27.5406,26.6541,25.008,24.3701,25.0154,24.7241,25.5119,24.9078,3.62755,6.44876,22.1143,48.9895,104.848,213.632,327.402,351.413,228.741,206.872,13.9637,6.01979,26.62536667,27.45043333,24.79783333,25.04793333,75.61849667,302.5186667,122.4898333,10.73020333
877,938,1992,GIN,36,24572,471545,0.18,1.71,24.3516,26.7611,27.9787,28.6446,27.1912,25.5824,24.3966,24.2756,24.7823,25.3783,24.841,24.6964,4.37583,10.0767,11.9563,51.919,144.812,223.874,330.327,340.336,284.859,142.894,40.2251,4.02995,26.3638,27.1394,24.48483333,24.9719,62.38301667,318.5073333,140.2016667,8.802943333
878,939,1993,GIN,36,24572,492310,0.57,1.71,24.5099,26.7321,27.989,28.3157,28.2566,26.017,24.9023,24.5921,24.8447,25.6276,25.7658,23.7164,0.21038,13.6108,37.1371,64.7518,102.84,212.233,337.056,290.66,270.651,160.264,51.7807,0.55104,26.41033333,27.52976667,24.7797,25.0366,70.86524667,299.4556667,126.6082667,16.98609333
879,940,1994,GIN,36,24572,513985,1.45,1.71,23.8338,26.1891,28.1635,28.5951,27.7065,25.7533,24.6061,24.092,24.6251,24.8064,24.9042,23.6158,1.01027,14.1325,23.1594,49.0918,151.918,237.069,308.602,405.316,398.359,265.776,65.0563,0.5909,26.06213333,27.35163333,24.44106667,24.44213333,110.4744,370.759,146.0262667,12.76739
880,941,1995,GIN,36,24572,536620,1.87,1.71,23.4597,26.0202,28.4132,28.5698,27.8071,26.5871,25.1494,24.488,24.9387,25.2128,25.3891,24.3637,0.01344,3.99583,45.1381,70.3771,119.707,157.378,295.217,468.113,314.069,176.8,20.2367,9.11225,25.96436667,27.65466667,24.8587,24.98853333,68.71631667,359.133,115.8207,16.38245667
881,942,1996,GIN,36,24572,560250,1.62,1.71,25.6985,27.4119,27.914,28.5118,27.9314,26.0734,25.2095,24.3448,24.859,25.323,24.7873,24.6762,8.22112,10.2979,25.9401,62.586,143.687,205.516,307.88,377.741,360.012,164.215,10.4856,7.09534,27.00813333,27.50553333,24.80443333,24.92883333,60.59864667,348.5443333,137.263,14.81970667
882,943,1997,GIN,36,24572,584920,0.72,1.71,25.919,26.5848,27.8585,28.2603,27.2798,25.1804,25.401,24.8069,24.9554,25.8949,26.1582,24.1309,11.6101,1.30502,9.11404,74.2595,139.199,231.508,260.211,391.125,332.862,154.712,29.988,2.9452,26.78743333,26.90683333,25.05443333,25.39466667,62.5484,328.066,148.3221667,7.343053333
883,944,1998,GIN,36,24572,610670,1.38,1.71,24.9646,28.6135,29.3084,30.2046,28.7244,26.7623,25.2603,24.5332,24.8599,25.8018,25.6868,24.5209,0.85688,10.5647,3.56713,64.6133,97.7481,181.28,316.577,439.264,378.221,161.421,4.90552,3.07748,27.62883333,28.56376667,24.88446667,25.3365,56.468,378.0206667,114.5471333,4.996236667
