Country,Location,Year,Variable,Source,Value,Unit
BANGLADESH,Dhaka,2005,YIELD - PADDY,Country Sources,4.10,t/Ha
BANGLADESH,Dhaka,2004,YIELD - PADDY,Country Sources,3.98,t/Ha
BANGLADESH,Dhaka,2003,YIELD - PADDY,Country Sources,4.13,t/Ha
BANGLADESH,Dhaka,2002,YIELD - PADDY,Country Sources,4.01,t/Ha
BANGLADESH,Dhaka,2001,YIELD - PADDY,Country Sources,3.83,t/Ha
BANGLADESH,Dhaka,2000,YIELD - PADDY,Country Sources,3.68,t/Ha
BANGLADESH,Dhaka,1999,YIELD - PADDY,Country Sources,3.39,t/Ha
BANGLADESH,Dhaka,1998,YIELD - PADDY,Country Sources,3.12,t/Ha
BANGLADESH,Dhaka,1997,YIELD - PADDY,Country Sources,2.93,t/Ha
BANGLADESH,Dhaka,1996,YIELD - PADDY,Country Sources,2.94,t/Ha
BANGLADESH,Dhaka,1995,YIELD - PADDY,Country Sources,2.60,t/Ha
BANGLADESH,Dhaka,1994,YIELD - PADDY,Country Sources,2.80,t/Ha
BANGLADESH,Dhaka,1993,YIELD - PADDY,Country Sources,2.81,t/Ha
BANGLADESH,Dhaka,1992,YIELD - PADDY,Country Sources,2.86,t/Ha
BANGLADESH,Dhaka,1991,YIELD - PADDY,Country Sources,2.91,t/Ha
BANGLADESH,Dhaka,1990,YIELD - PADDY,Country Sources,2.86,t/Ha
BANGLADESH,Dhaka,1989,YIELD - PADDY,Country Sources,2.75,t/Ha
BANGLADESH,Dhaka,1988,YIELD - PADDY,Country Sources,2.27,t/Ha
BANGLADESH,Dhaka,1987,YIELD - PADDY,Country Sources,3.00,t/Ha
BANGLADESH,Dhaka,1986,YIELD - PADDY,Country Sources,2.30,t/Ha
BANGLADESH,Dhaka,1985,YIELD - PADDY,Country Sources,2.28,t/Ha
BANGLADESH,Dhaka,1984,YIELD - PADDY,Country Sources,2.21,t/Ha
BANGLADESH,Dhaka,1983,YIELD - PADDY,Country Sources,2.27,t/Ha
BANGLADESH,Dhaka,1982,YIELD - PADDY,Country Sources,2.36,t/Ha
BANGLADESH,Dhaka,1981,YIELD - PADDY,Country Sources,2.28,t/Ha
BANGLADESH,Dhaka,1980,YIELD - PADDY,Country Sources,2.25,t/Ha
BANGLADESH,Dhaka,1979,YIELD - PADDY,Country Sources,2.13,t/Ha
BANGLADESH,Dhaka,1978,YIELD - PADDY,Country Sources,2.07,t/Ha
BANGLADESH,Dhaka,1977,YIELD - PADDY,Country Sources,3.69,t/Ha
BANGLADESH,Dhaka,1976,YIELD - PADDY,Country Sources,1.87,t/Ha
BANGLADESH,Dhaka,1975,YIELD - PADDY,Country Sources,2.04,t/Ha
BANGLADESH,Dhaka,1974,YIELD - PADDY,Country Sources,1.67,t/Ha
BANGLADESH,Dhaka,1973,YIELD - PADDY,Country Sources,1.90,t/Ha
BANGLADESH,Dhaka,1972,YIELD - PADDY,Country Sources,1.73,t/Ha
BANGLADESH,Dhaka,1971,YIELD - PADDY,Country Sources,1.88,t/Ha
BANGLADESH,Dhaka,1970,YIELD - PADDY,Country Sources,1.76,t/Ha
BANGLADESH,Dhaka,1969,YIELD - PADDY,Country Sources,1.74,t/Ha
BANGLADESH,Dhaka,1968,YIELD - PADDY,Country Sources,1.68,t/Ha
BANGLADESH,Dhaka,1967,YIELD - PADDY,Country Sources,1.75,t/Ha
BANGLADESH,Dhaka,1966,YIELD - PADDY,Country Sources,1.79,t/Ha
BANGLADESH,Dhaka,1965,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Dhaka,1964,YIELD - PADDY,Country Sources,1.62,t/Ha
BANGLADESH,Dhaka,1963,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Dhaka,1962,YIELD - PADDY,Country Sources,1.54,t/Ha
BANGLADESH,Dhaka,1961,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Dhaka,1960,YIELD - PADDY,Country Sources,1.95,t/Ha
BANGLADESH,Dhaka,1959,YIELD - PADDY,Country Sources,1.75,t/Ha
BANGLADESH,Dhaka,1958,YIELD - PADDY,Country Sources,1.40,t/Ha
BANGLADESH,Dhaka,1957,YIELD - PADDY,Country Sources,1.55,t/Ha
BANGLADESH,Dhaka,1956,YIELD - PADDY,Country Sources,1.36,t/Ha
BANGLADESH,Dhaka,1955,YIELD - PADDY,Country Sources,1.00,t/Ha
BANGLADESH,Dhaka,1954,YIELD - PADDY,Country Sources,1.36,t/Ha
BANGLADESH,Dhaka,1953,YIELD - PADDY,Country Sources,1.48,t/Ha
BANGLADESH,Dhaka,1952,YIELD - PADDY,Country Sources,1.47,t/Ha
BANGLADESH,Dhaka,1951,YIELD - PADDY,Country Sources,1.45,t/Ha
BANGLADESH,Dhaka,1950,YIELD - PADDY,Country Sources,1.50,t/Ha
BANGLADESH,Dhaka,1949,YIELD - PADDY,Country Sources,1.42,t/Ha
BANGLADESH,Dhaka,1948,YIELD - PADDY,Country Sources,1.43,t/Ha
BANGLADESH,Dhaka,1947,YIELD - PADDY,Country Sources,1.47,t/Ha
BANGLADESH,Dhaka,2015,YIELD - PADDY,Country Sources (BBS),3.20,t/Ha
BANGLADESH,Dhaka,2014,YIELD - PADDY,Country Sources (BBS),3.25,t/Ha
BANGLADESH,Dhaka,2013,YIELD - PADDY,Country Sources (BBS),3.22,t/Ha
BANGLADESH,Dhaka,2012,YIELD - PADDY,Country Sources (BBS),3.25,t/Ha
BANGLADESH,Dhaka,2011,YIELD - PADDY,Country Sources (BBS),3.37,t/Ha
BANGLADESH,Dhaka,2010,YIELD - PADDY,Country Sources (BBS),3.22,t/Ha
BANGLADESH,Dhaka,2009,YIELD - PADDY,Country Sources (BBS),3.25,t/Ha
BANGLADESH,Dhaka,2008,YIELD - PADDY,Country Sources (BBS),3.13,t/Ha
BANGLADESH,Dhaka,2007,YIELD - PADDY,Country Sources (BBS),3.23,t/Ha
BANGLADESH,Dinajpur,2006,PRODUCTION - PADDY,Country Sources,2605500.00,ton
BANGLADESH,Dinajpur,2005,PRODUCTION - PADDY,Country Sources,2435311.50,ton
BANGLADESH,Dinajpur,2004,PRODUCTION - PADDY,Country Sources,2068512.00,ton
BANGLADESH,Dinajpur,2003,PRODUCTION - PADDY,Country Sources,1996170.00,ton
BANGLADESH,Dinajpur,2002,PRODUCTION - PADDY,Country Sources,1912800.00,ton
BANGLADESH,Dinajpur,2001,PRODUCTION - PADDY,Country Sources,1947795.00,ton
BANGLADESH,Dinajpur,2000,PRODUCTION - PADDY,Country Sources,2065905.00,ton
BANGLADESH,Dinajpur,1999,PRODUCTION - PADDY,Country Sources,1762080.00,ton
BANGLADESH,Dinajpur,1998,PRODUCTION - PADDY,Country Sources,1307040.00,ton
BANGLADESH,Dinajpur,1997,PRODUCTION - PADDY,Country Sources,1479195.00,ton
BANGLADESH,Dinajpur,1996,PRODUCTION - PADDY,Country Sources,1513500.00,ton
BANGLADESH,Dinajpur,1995,PRODUCTION - PADDY,Country Sources,1408575.00,ton
BANGLADESH,Dinajpur,1994,PRODUCTION - PADDY,Country Sources,1224795.00,ton
BANGLADESH,Dinajpur,1993,PRODUCTION - PADDY,Country Sources,1365330.00,ton
BANGLADESH,Dinajpur,1992,PRODUCTION - PADDY,Country Sources,1434782.61,ton
BANGLADESH,Dinajpur,1991,PRODUCTION - PADDY,Country Sources,1493253.00,ton
BANGLADESH,Dinajpur,1990,PRODUCTION - PADDY,Country Sources,1577211.00,ton
BANGLADESH,Dinajpur,1989,PRODUCTION - PADDY,Country Sources,1502249.00,ton
BANGLADESH,Dinajpur,1988,PRODUCTION - PADDY,Country Sources,1347826.00,ton
BANGLADESH,Dinajpur,1987,PRODUCTION - PADDY,Country Sources,1106447.00,ton
BANGLADESH,Dinajpur,1986,PRODUCTION - PADDY,Country Sources,1112444.00,ton
BANGLADESH,Dinajpur,1985,PRODUCTION - PADDY,Country Sources,1152060.00,ton
BANGLADESH,Dinajpur,1984,PRODUCTION - PADDY,Country Sources,1146867.00,ton
BANGLADESH,Dinajpur,1983,PRODUCTION - PADDY,Country Sources,1106411.00,ton
BANGLADESH,Dinajpur,1982,PRODUCTION - PADDY,Country Sources,984130.00,ton
BANGLADESH,Dinajpur,1981,PRODUCTION - PADDY,Country Sources,960690.00,ton
BANGLADESH,Dinajpur,1980,PRODUCTION - PADDY,Country Sources,1077427.00,ton
BANGLADESH,Dinajpur,1979,PRODUCTION - PADDY,Country Sources,937420.00,ton
BANGLADESH,Dinajpur,1978,PRODUCTION - PADDY,Country Sources,975826.00,ton
BANGLADESH,Dinajpur,1977,PRODUCTION - PADDY,Country Sources,943532.00,ton
BANGLADESH,Dinajpur,1976,PRODUCTION - PADDY,Country Sources,980396.00,ton
BANGLADESH,Dinajpur,1975,PRODUCTION - PADDY,Country Sources,927940.00,ton
BANGLADESH,Dinajpur,1974,PRODUCTION - PADDY,Country Sources,958453.00,ton
BANGLADESH,Dinajpur,1973,PRODUCTION - PADDY,Country Sources,1007588.00,ton
BANGLADESH,Dinajpur,1972,PRODUCTION - PADDY,Country Sources,645615.00,ton
BANGLADESH,Dinajpur,1971,PRODUCTION - PADDY,Country Sources,597441.00,ton
BANGLADESH,Dinajpur,1970,PRODUCTION - PADDY,Country Sources,995912.00,ton
BANGLADESH,Dinajpur,1969,PRODUCTION - PADDY,Country Sources,915594.00,ton
BANGLADESH,Dinajpur,1968,PRODUCTION - PADDY,Country Sources,1052495.00,ton
BANGLADESH,Dinajpur,1967,PRODUCTION - PADDY,Country Sources,876109.00,ton
BANGLADESH,Dinajpur,1966,PRODUCTION - PADDY,Country Sources,855309.00,ton
BANGLADESH,Dinajpur,1965,PRODUCTION - PADDY,Country Sources,818619.00,ton
BANGLADESH,Dinajpur,1964,PRODUCTION - PADDY,Country Sources,791009.00,ton
BANGLADESH,Dinajpur,1963,PRODUCTION - PADDY,Country Sources,672037.00,ton
BANGLADESH,Dinajpur,1962,PRODUCTION - PADDY,Country Sources,610076.00,ton
BANGLADESH,Dinajpur,1961,PRODUCTION - PADDY,Country Sources,497747.00,ton
BANGLADESH,Dinajpur,1960,PRODUCTION - PADDY,Country Sources,629376.00,ton
BANGLADESH,Dinajpur,1959,PRODUCTION - PADDY,Country Sources,663445.00,ton
BANGLADESH,Dinajpur,1958,PRODUCTION - PADDY,Country Sources,522523.00,ton
BANGLADESH,Dinajpur,1957,PRODUCTION - PADDY,Country Sources,300819.00,ton
BANGLADESH,Dinajpur,1956,PRODUCTION - PADDY,Country Sources,607220.00,ton
BANGLADESH,Dinajpur,1955,PRODUCTION - PADDY,Country Sources,446250.00,ton
BANGLADESH,Dinajpur,1954,PRODUCTION - PADDY,Country Sources,536606.00,ton
BANGLADESH,Dinajpur,1953,PRODUCTION - PADDY,Country Sources,538549.00,ton
BANGLADESH,Dinajpur,1952,PRODUCTION - PADDY,Country Sources,507084.00,ton
BANGLADESH,Dinajpur,1951,PRODUCTION - PADDY,Country Sources,502651.00,ton
BANGLADESH,Dinajpur,1950,PRODUCTION - PADDY,Country Sources,504418.00,ton
BANGLADESH,Dinajpur,1949,PRODUCTION - PADDY,Country Sources,609184.00,ton
BANGLADESH,Dinajpur,1948,PRODUCTION - PADDY,Country Sources,669706.00,ton
BANGLADESH,Dinajpur,1947,PRODUCTION - PADDY,Country Sources,470250.00,ton
BANGLADESH,Dinajpur,2015,PRODUCTION - PADDY,Country Sources (BBS),2417267.00,ton
BANGLADESH,Dinajpur,2014,PRODUCTION - PADDY,Country Sources (BBS),2376788.00,ton
BANGLADESH,Dinajpur,2013,PRODUCTION - PADDY,Country Sources (BBS),2349094.00,ton
BANGLADESH,Dinajpur,2012,PRODUCTION - PADDY,Country Sources (BBS),2257113.00,ton
BANGLADESH,Dinajpur,2011,PRODUCTION - PADDY,Country Sources (BBS),2243370.00,ton
BANGLADESH,Dinajpur,2010,PRODUCTION - PADDY,Country Sources (BBS),2333442.00,ton
BANGLADESH,Dinajpur,2009,PRODUCTION - PADDY,Country Sources (BBS),2233918.00,ton
BANGLADESH,Dinajpur,2008,PRODUCTION - PADDY,Country Sources (BBS),2207303.00,ton
BANGLADESH,Dinajpur,2007,PRODUCTION - PADDY,Country Sources (BBS),2068546.00,ton
BANGLADESH,Dinajpur,2006,YIELD - PADDY,Country Sources,3.93,t/Ha
BANGLADESH,Dinajpur,2005,YIELD - PADDY,Country Sources,3.79,t/Ha
BANGLADESH,Dinajpur,2004,YIELD - PADDY,Country Sources,3.37,t/Ha
BANGLADESH,Dinajpur,2003,YIELD - PADDY,Country Sources,3.33,t/Ha
BANGLADESH,Dinajpur,2002,YIELD - PADDY,Country Sources,3.16,t/Ha
BANGLADESH,Dinajpur,2001,YIELD - PADDY,Country Sources,3.27,t/Ha
BANGLADESH,Dinajpur,2000,YIELD - PADDY,Country Sources,3.25,t/Ha
BANGLADESH,Dinajpur,1999,YIELD - PADDY,Country Sources,2.77,t/Ha
BANGLADESH,Dinajpur,1998,YIELD - PADDY,Country Sources,2.32,t/Ha
BANGLADESH,Dinajpur,1997,YIELD - PADDY,Country Sources,2.60,t/Ha
BANGLADESH,Dinajpur,1996,YIELD - PADDY,Country Sources,2.66,t/Ha
BANGLADESH,Dinajpur,1995,YIELD - PADDY,Country Sources,2.57,t/Ha
BANGLADESH,Dinajpur,1994,YIELD - PADDY,Country Sources,2.53,t/Ha
BANGLADESH,Dinajpur,1993,YIELD - PADDY,Country Sources,2.76,t/Ha
BANGLADESH,Dinajpur,1992,YIELD - PADDY,Country Sources,2.78,t/Ha
BANGLADESH,Dinajpur,1991,YIELD - PADDY,Country Sources,2.66,t/Ha
BANGLADESH,Dinajpur,1990,YIELD - PADDY,Country Sources,2.77,t/Ha
BANGLADESH,Dinajpur,1989,YIELD - PADDY,Country Sources,2.58,t/Ha
BANGLADESH,Dinajpur,1988,YIELD - PADDY,Country Sources,2.28,t/Ha
BANGLADESH,Dinajpur,1987,YIELD - PADDY,Country Sources,2.15,t/Ha
BANGLADESH,Dinajpur,1986,YIELD - PADDY,Country Sources,2.21,t/Ha
BANGLADESH,Dinajpur,1985,YIELD - PADDY,Country Sources,2.19,t/Ha
BANGLADESH,Dinajpur,1984,YIELD - PADDY,Country Sources,2.15,t/Ha
BANGLADESH,Dinajpur,1983,YIELD - PADDY,Country Sources,2.07,t/Ha
BANGLADESH,Dinajpur,1982,YIELD - PADDY,Country Sources,1.92,t/Ha
BANGLADESH,Dinajpur,1981,YIELD - PADDY,Country Sources,1.82,t/Ha
BANGLADESH,Dinajpur,1980,YIELD - PADDY,Country Sources,1.94,t/Ha
BANGLADESH,Dinajpur,1979,YIELD - PADDY,Country Sources,1.79,t/Ha
BANGLADESH,Dinajpur,1978,YIELD - PADDY,Country Sources,1.85,t/Ha
BANGLADESH,Dinajpur,1977,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Dinajpur,1976,YIELD - PADDY,Country Sources,1.86,t/Ha
BANGLADESH,Dinajpur,1975,YIELD - PADDY,Country Sources,1.80,t/Ha
BANGLADESH,Dinajpur,1974,YIELD - PADDY,Country Sources,1.80,t/Ha
BANGLADESH,Dinajpur,1973,YIELD - PADDY,Country Sources,1.92,t/Ha
BANGLADESH,Dinajpur,1972,YIELD - PADDY,Country Sources,1.57,t/Ha
BANGLADESH,Dinajpur,1971,YIELD - PADDY,Country Sources,1.59,t/Ha
BANGLADESH,Dinajpur,1970,YIELD - PADDY,Country Sources,1.78,t/Ha
BANGLADESH,Dinajpur,1969,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Dinajpur,1968,YIELD - PADDY,Country Sources,1.91,t/Ha
BANGLADESH,Dinajpur,1967,YIELD - PADDY,Country Sources,1.79,t/Ha
BANGLADESH,Dinajpur,1966,YIELD - PADDY,Country Sources,1.67,t/Ha
BANGLADESH,Dinajpur,1965,YIELD - PADDY,Country Sources,1.61,t/Ha
BANGLADESH,Dinajpur,1964,YIELD - PADDY,Country Sources,1.70,t/Ha
BANGLADESH,Dinajpur,1963,YIELD - PADDY,Country Sources,1.66,t/Ha
BANGLADESH,Dinajpur,1962,YIELD - PADDY,Country Sources,1.65,t/Ha
BANGLADESH,Dinajpur,1961,YIELD - PADDY,Country Sources,1.43,t/Ha
BANGLADESH,Dinajpur,1960,YIELD - PADDY,Country Sources,1.62,t/Ha
BANGLADESH,Dinajpur,1959,YIELD - PADDY,Country Sources,1.69,t/Ha
BANGLADESH,Dinajpur,1958,YIELD - PADDY,Country Sources,1.51,t/Ha
BANGLADESH,Dinajpur,1957,YIELD - PADDY,Country Sources,0.96,t/Ha
BANGLADESH,Dinajpur,1956,YIELD - PADDY,Country Sources,1.68,t/Ha
BANGLADESH,Dinajpur,1955,YIELD - PADDY,Country Sources,1.24,t/Ha
BANGLADESH,Dinajpur,1954,YIELD - PADDY,Country Sources,1.35,t/Ha
BANGLADESH,Dinajpur,1953,YIELD - PADDY,Country Sources,1.36,t/Ha
BANGLADESH,Dinajpur,1952,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Dinajpur,1951,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Dinajpur,1950,YIELD - PADDY,Country Sources,1.36,t/Ha
BANGLADESH,Dinajpur,1949,YIELD - PADDY,Country Sources,1.64,t/Ha
BANGLADESH,Dinajpur,1948,YIELD - PADDY,Country Sources,1.84,t/Ha
BANGLADESH,Dinajpur,1947,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Dinajpur,2015,YIELD - PADDY,Country Sources (BBS),3.14,t/Ha
BANGLADESH,Dinajpur,2014,YIELD - PADDY,Country Sources (BBS),3.15,t/Ha
BANGLADESH,Dinajpur,2013,YIELD - PADDY,Country Sources (BBS),3.16,t/Ha
BANGLADESH,Dinajpur,2012,YIELD - PADDY,Country Sources (BBS),3.04,t/Ha
BANGLADESH,Dinajpur,2011,YIELD - PADDY,Country Sources (BBS),3.01,t/Ha
BANGLADESH,Dinajpur,2010,YIELD - PADDY,Country Sources (BBS),3.17,t/Ha
BANGLADESH,Dinajpur,2009,YIELD - PADDY,Country Sources (BBS),3.04,t/Ha
BANGLADESH,Dinajpur,2008,YIELD - PADDY,Country Sources (BBS),3.00,t/Ha
BANGLADESH,Dinajpur,2007,YIELD - PADDY,Country Sources (BBS),2.98,t/Ha
BANGLADESH,Faridpur,2006,PRODUCTION - PADDY,Country Sources,1579500.00,ton
BANGLADESH,Faridpur,2005,PRODUCTION - PADDY,Country Sources,1630159.50,ton
BANGLADESH,Faridpur,2004,PRODUCTION - PADDY,Country Sources,1553082.00,ton
BANGLADESH,Faridpur,2003,PRODUCTION - PADDY,Country Sources,1554735.00,ton
BANGLADESH,Faridpur,2002,PRODUCTION - PADDY,Country Sources,1386015.00,ton
BANGLADESH,Faridpur,2001,PRODUCTION - PADDY,Country Sources,1479165.00,ton
BANGLADESH,Faridpur,2000,PRODUCTION - PADDY,Country Sources,1380360.00,ton
BANGLADESH,Faridpur,1999,PRODUCTION - PADDY,Country Sources,1112400.00,ton
BANGLADESH,Faridpur,1998,PRODUCTION - PADDY,Country Sources,758955.00,ton
BANGLADESH,Faridpur,1997,PRODUCTION - PADDY,Country Sources,900480.00,ton
BANGLADESH,Faridpur,1996,PRODUCTION - PADDY,Country Sources,923145.00,ton
BANGLADESH,Faridpur,1995,PRODUCTION - PADDY,Country Sources,807465.00,ton
BANGLADESH,Faridpur,1994,PRODUCTION - PADDY,Country Sources,901380.00,ton
BANGLADESH,Faridpur,1993,PRODUCTION - PADDY,Country Sources,904650.00,ton
BANGLADESH,Faridpur,1992,PRODUCTION - PADDY,Country Sources,1043478.26,ton
BANGLADESH,Faridpur,1991,PRODUCTION - PADDY,Country Sources,1016492.00,ton
BANGLADESH,Faridpur,1990,PRODUCTION - PADDY,Country Sources,1023988.00,ton
BANGLADESH,Faridpur,1989,PRODUCTION - PADDY,Country Sources,844078.00,ton
BANGLADESH,Faridpur,1988,PRODUCTION - PADDY,Country Sources,1152924.00,ton
BANGLADESH,Faridpur,1987,PRODUCTION - PADDY,Country Sources,979010.00,ton
BANGLADESH,Faridpur,1986,PRODUCTION - PADDY,Country Sources,944528.00,ton
BANGLADESH,Faridpur,1985,PRODUCTION - PADDY,Country Sources,823121.00,ton
BANGLADESH,Faridpur,1984,PRODUCTION - PADDY,Country Sources,697094.00,ton
BANGLADESH,Faridpur,1983,PRODUCTION - PADDY,Country Sources,739835.00,ton
BANGLADESH,Faridpur,1982,PRODUCTION - PADDY,Country Sources,767789.00,ton
BANGLADESH,Faridpur,1981,PRODUCTION - PADDY,Country Sources,694183.00,ton
BANGLADESH,Faridpur,1980,PRODUCTION - PADDY,Country Sources,567885.00,ton
BANGLADESH,Faridpur,1979,PRODUCTION - PADDY,Country Sources,594825.00,ton
BANGLADESH,Faridpur,1978,PRODUCTION - PADDY,Country Sources,732094.00,ton
BANGLADESH,Faridpur,1977,PRODUCTION - PADDY,Country Sources,627130.00,ton
BANGLADESH,Faridpur,1976,PRODUCTION - PADDY,Country Sources,619505.00,ton
BANGLADESH,Faridpur,1975,PRODUCTION - PADDY,Country Sources,726276.00,ton
BANGLADESH,Faridpur,1974,PRODUCTION - PADDY,Country Sources,652654.00,ton
BANGLADESH,Faridpur,1973,PRODUCTION - PADDY,Country Sources,678847.00,ton
BANGLADESH,Faridpur,1972,PRODUCTION - PADDY,Country Sources,637625.00,ton
BANGLADESH,Faridpur,1971,PRODUCTION - PADDY,Country Sources,437354.00,ton
BANGLADESH,Faridpur,1970,PRODUCTION - PADDY,Country Sources,569334.00,ton
BANGLADESH,Faridpur,1969,PRODUCTION - PADDY,Country Sources,761784.00,ton
BANGLADESH,Faridpur,1968,PRODUCTION - PADDY,Country Sources,580753.00,ton
BANGLADESH,Faridpur,1967,PRODUCTION - PADDY,Country Sources,728987.00,ton
BANGLADESH,Faridpur,1966,PRODUCTION - PADDY,Country Sources,561795.00,ton
BANGLADESH,Faridpur,1965,PRODUCTION - PADDY,Country Sources,661199.00,ton
BANGLADESH,Faridpur,1964,PRODUCTION - PADDY,Country Sources,603282.00,ton
BANGLADESH,Faridpur,1963,PRODUCTION - PADDY,Country Sources,770978.00,ton
BANGLADESH,Faridpur,1962,PRODUCTION - PADDY,Country Sources,594645.00,ton
BANGLADESH,Faridpur,1961,PRODUCTION - PADDY,Country Sources,689235.00,ton
BANGLADESH,Faridpur,1960,PRODUCTION - PADDY,Country Sources,752400.00,ton
BANGLADESH,Faridpur,1959,PRODUCTION - PADDY,Country Sources,732559.00,ton
BANGLADESH,Faridpur,1958,PRODUCTION - PADDY,Country Sources,364874.00,ton
BANGLADESH,Faridpur,1957,PRODUCTION - PADDY,Country Sources,858607.00,ton
BANGLADESH,Faridpur,1956,PRODUCTION - PADDY,Country Sources,957874.00,ton
BANGLADESH,Faridpur,1955,PRODUCTION - PADDY,Country Sources,734798.00,ton
BANGLADESH,Faridpur,1954,PRODUCTION - PADDY,Country Sources,694658.00,ton
BANGLADESH,Faridpur,1953,PRODUCTION - PADDY,Country Sources,862391.00,ton
BANGLADESH,Faridpur,1952,PRODUCTION - PADDY,Country Sources,755180.00,ton
BANGLADESH,Faridpur,1951,PRODUCTION - PADDY,Country Sources,709786.00,ton
BANGLADESH,Faridpur,1950,PRODUCTION - PADDY,Country Sources,592795.00,ton
BANGLADESH,Faridpur,1949,PRODUCTION - PADDY,Country Sources,601781.00,ton
BANGLADESH,Faridpur,1948,PRODUCTION - PADDY,Country Sources,783027.00,ton
BANGLADESH,Faridpur,1947,PRODUCTION - PADDY,Country Sources,648784.00,ton
BANGLADESH,Faridpur,2015,PRODUCTION - PADDY,Country Sources (BBS),1195173.00,ton
BANGLADESH,Faridpur,2014,PRODUCTION - PADDY,Country Sources (BBS),1181830.00,ton
BANGLADESH,Faridpur,2013,PRODUCTION - PADDY,Country Sources (BBS),1191132.00,ton
BANGLADESH,Faridpur,2012,PRODUCTION - PADDY,Country Sources (BBS),1180188.00,ton
BANGLADESH,Faridpur,2011,PRODUCTION - PADDY,Country Sources (BBS),1229478.00,ton
BANGLADESH,Faridpur,2010,PRODUCTION - PADDY,Country Sources (BBS),1239951.00,ton
BANGLADESH,Faridpur,2009,PRODUCTION - PADDY,Country Sources (BBS),1225366.00,ton
BANGLADESH,Faridpur,2008,PRODUCTION - PADDY,Country Sources (BBS),1186521.00,ton
BANGLADESH,Faridpur,2007,PRODUCTION - PADDY,Country Sources (BBS),1019375.00,ton
BANGLADESH,Faridpur,2006,YIELD - PADDY,Country Sources,3.58,t/Ha
BANGLADESH,Faridpur,2005,YIELD - PADDY,Country Sources,3.58,t/Ha
BANGLADESH,Faridpur,2004,YIELD - PADDY,Country Sources,3.22,t/Ha
BANGLADESH,Faridpur,2003,YIELD - PADDY,Country Sources,3.00,t/Ha
BANGLADESH,Faridpur,2002,YIELD - PADDY,Country Sources,2.85,t/Ha
BANGLADESH,Faridpur,2001,YIELD - PADDY,Country Sources,2.87,t/Ha
BANGLADESH,Faridpur,2000,YIELD - PADDY,Country Sources,2.86,t/Ha
BANGLADESH,Faridpur,1999,YIELD - PADDY,Country Sources,2.38,t/Ha
BANGLADESH,Faridpur,1998,YIELD - PADDY,Country Sources,1.91,t/Ha
BANGLADESH,Faridpur,1997,YIELD - PADDY,Country Sources,1.95,t/Ha
BANGLADESH,Faridpur,1996,YIELD - PADDY,Country Sources,1.94,t/Ha
BANGLADESH,Faridpur,1995,YIELD - PADDY,Country Sources,1.71,t/Ha
BANGLADESH,Faridpur,1994,YIELD - PADDY,Country Sources,1.78,t/Ha
BANGLADESH,Faridpur,1993,YIELD - PADDY,Country Sources,1.85,t/Ha
BANGLADESH,Faridpur,1992,YIELD - PADDY,Country Sources,2.08,t/Ha
BANGLADESH,Faridpur,1991,YIELD - PADDY,Country Sources,2.03,t/Ha
BANGLADESH,Faridpur,1990,YIELD - PADDY,Country Sources,1.98,t/Ha
BANGLADESH,Faridpur,1989,YIELD - PADDY,Country Sources,1.49,t/Ha
BANGLADESH,Faridpur,1988,YIELD - PADDY,Country Sources,1.69,t/Ha
BANGLADESH,Faridpur,1987,YIELD - PADDY,Country Sources,2.83,t/Ha
BANGLADESH,Faridpur,1986,YIELD - PADDY,Country Sources,1.64,t/Ha
BANGLADESH,Faridpur,1985,YIELD - PADDY,Country Sources,1.52,t/Ha
BANGLADESH,Faridpur,1984,YIELD - PADDY,Country Sources,1.52,t/Ha
BANGLADESH,Faridpur,1983,YIELD - PADDY,Country Sources,1.38,t/Ha
BANGLADESH,Faridpur,1982,YIELD - PADDY,Country Sources,1.41,t/Ha
BANGLADESH,Faridpur,1981,YIELD - PADDY,Country Sources,1.34,t/Ha
BANGLADESH,Faridpur,1980,YIELD - PADDY,Country Sources,1.20,t/Ha
BANGLADESH,Faridpur,1979,YIELD - PADDY,Country Sources,1.19,t/Ha
BANGLADESH,Faridpur,1978,YIELD - PADDY,Country Sources,1.38,t/Ha
BANGLADESH,Faridpur,1977,YIELD - PADDY,Country Sources,1.19,t/Ha
BANGLADESH,Faridpur,1976,YIELD - PADDY,Country Sources,1.11,t/Ha
BANGLADESH,Faridpur,1975,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Faridpur,1974,YIELD - PADDY,Country Sources,1.24,t/Ha
BANGLADESH,Faridpur,1973,YIELD - PADDY,Country Sources,1.33,t/Ha
BANGLADESH,Faridpur,1972,YIELD - PADDY,Country Sources,1.19,t/Ha
BANGLADESH,Faridpur,1971,YIELD - PADDY,Country Sources,1.02,t/Ha
BANGLADESH,Faridpur,1970,YIELD - PADDY,Country Sources,1.17,t/Ha
BANGLADESH,Faridpur,1969,YIELD - PADDY,Country Sources,1.37,t/Ha
